ds,city,neighbourhood,forecast_month,model_level,is_scenario_proxy,yhat,yhat_lower,yhat_upper,monthly_baseline,annual_occupancy_baseline,review_growth_24_25_raw,review_growth_24_25_capped,seasonality_multiplier,momentum_multiplier,n_listings,training_start,training_end,methodology_note
2026-07-01,paris,Entrepôt,2026-07,city_prophet_scaled_neighbourhood,True,8.5133,8.4658,8.5621,7.8333,94.0,0.1058,0.1058,1.08,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Entrepôt,2026-08,city_prophet_scaled_neighbourhood,True,7.1825,7.1316,7.232,7.8333,94.0,0.1058,0.1058,0.92,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Entrepôt,2026-09,city_prophet_scaled_neighbourhood,True,8.8116,8.765,8.8604,7.8333,94.0,0.1058,0.1058,1.12,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Gobelins,2025-10,city_prophet_scaled_neighbourhood,True,8.2508,8.2015,8.3035,7.8333,94.0,0.0,0.0,1.06,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Gobelins,2025-11,city_prophet_scaled_neighbourhood,True,7.4086,7.359,7.4573,7.8333,94.0,0.0,0.0,0.94,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Gobelins,2025-12,city_prophet_scaled_neighbourhood,True,7.9414,7.8905,7.9865,7.8333,94.0,0.0,0.0,1.02,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Gobelins,2026-01,city_prophet_scaled_neighbourhood,True,6.1417,6.0951,6.1918,7.8333,94.0,0.0,0.0,0.78,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Gobelins,2026-02,city_prophet_scaled_neighbourhood,True,6.5431,6.4945,6.5886,7.8333,94.0,0.0,0.0,0.84,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Gobelins,2026-03,city_prophet_scaled_neighbourhood,True,7.4756,7.4288,7.5258,7.8333,94.0,0.0,0.0,0.95,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Gobelins,2026-04,city_prophet_scaled_neighbourhood,True,8.1829,8.1387,8.2307,7.8333,94.0,0.0,0.0,1.05,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Gobelins,2026-05,city_prophet_scaled_neighbourhood,True,8.6498,8.6036,8.6982,7.8333,94.0,0.0,0.0,1.1,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Gobelins,2026-06,city_prophet_scaled_neighbourhood,True,8.8913,8.8433,8.944,7.8333,94.0,0.0,0.0,1.14,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Gobelins,2026-07,city_prophet_scaled_neighbourhood,True,8.4999,8.4524,8.5485,7.8333,94.0,0.0,0.0,1.08,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Gobelins,2026-08,city_prophet_scaled_neighbourhood,True,7.1711,7.1203,7.2205,7.8333,94.0,0.0,0.0,0.92,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Gobelins,2026-09,city_prophet_scaled_neighbourhood,True,8.7977,8.7511,8.8463,7.8333,94.0,0.0,0.0,1.12,1.0,1350,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Hotel-de-Ville,2025-10,city_prophet_scaled_neighbourhood,True,11.8011,11.7306,11.8765,11.25,135.0,-0.2727,-0.2727,1.06,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Hotel-de-Ville,2025-11,city_prophet_scaled_neighbourhood,True,10.5965,10.5255,10.6662,11.25,135.0,-0.2727,-0.2727,0.94,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Hotel-de-Ville,2025-12,city_prophet_scaled_neighbourhood,True,11.3586,11.2858,11.423,11.25,135.0,-0.2727,-0.2727,1.02,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Hotel-de-Ville,2026-01,city_prophet_scaled_neighbourhood,True,8.7844,8.7178,8.8561,11.25,135.0,-0.2727,-0.2727,0.78,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Hotel-de-Ville,2026-02,city_prophet_scaled_neighbourhood,True,9.3585,9.2891,9.4236,11.25,135.0,-0.2727,-0.2727,0.84,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Hotel-de-Ville,2026-03,city_prophet_scaled_neighbourhood,True,10.6923,10.6253,10.7641,11.25,135.0,-0.2727,-0.2727,0.95,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Hotel-de-Ville,2026-04,city_prophet_scaled_neighbourhood,True,11.7039,11.6407,11.7723,11.25,135.0,-0.2727,-0.2727,1.05,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Hotel-de-Ville,2026-05,city_prophet_scaled_neighbourhood,True,12.3718,12.3056,12.441,11.25,135.0,-0.2727,-0.2727,1.1,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Hotel-de-Ville,2026-06,city_prophet_scaled_neighbourhood,True,12.7172,12.6485,12.7926,11.25,135.0,-0.2727,-0.2727,1.14,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Hotel-de-Ville,2026-07,city_prophet_scaled_neighbourhood,True,12.1573,12.0894,12.2269,11.25,135.0,-0.2727,-0.2727,1.08,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Hotel-de-Ville,2026-08,city_prophet_scaled_neighbourhood,True,10.2568,10.1842,10.3275,11.25,135.0,-0.2727,-0.2727,0.92,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Hotel-de-Ville,2026-09,city_prophet_scaled_neighbourhood,True,12.5833,12.5167,12.6529,11.25,135.0,-0.2727,-0.2727,1.12,0.9959,366,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Hôtel-de-Ville,2025-10,city_prophet_scaled_neighbourhood,True,10.0188,9.9589,10.0828,9.5,114.0,0.0833,0.0833,1.06,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Hôtel-de-Ville,2025-11,city_prophet_scaled_neighbourhood,True,8.9962,8.9359,9.0553,9.5,114.0,0.0833,0.0833,0.94,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Hôtel-de-Ville,2025-12,city_prophet_scaled_neighbourhood,True,9.6431,9.5813,9.6979,9.5,114.0,0.0833,0.0833,1.02,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Hôtel-de-Ville,2026-01,city_prophet_scaled_neighbourhood,True,7.4577,7.4012,7.5186,9.5,114.0,0.0833,0.0833,0.78,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Hôtel-de-Ville,2026-02,city_prophet_scaled_neighbourhood,True,7.9451,7.8862,8.0004,9.5,114.0,0.0833,0.0833,0.84,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Hôtel-de-Ville,2026-03,city_prophet_scaled_neighbourhood,True,9.0775,9.0206,9.1384,9.5,114.0,0.0833,0.0833,0.95,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Hôtel-de-Ville,2026-04,city_prophet_scaled_neighbourhood,True,9.9363,9.8826,9.9944,9.5,114.0,0.0833,0.0833,1.05,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Hôtel-de-Ville,2026-05,city_prophet_scaled_neighbourhood,True,10.5033,10.4472,10.5621,9.5,114.0,0.0833,0.0833,1.1,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Hôtel-de-Ville,2026-06,city_prophet_scaled_neighbourhood,True,10.7966,10.7382,10.8605,9.5,114.0,0.0833,0.0833,1.14,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Hôtel-de-Ville,2026-07,city_prophet_scaled_neighbourhood,True,10.3212,10.2635,10.3803,9.5,114.0,0.0833,0.0833,1.08,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Hôtel-de-Ville,2026-08,city_prophet_scaled_neighbourhood,True,8.7078,8.6461,8.7678,9.5,114.0,0.0833,0.0833,0.92,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Hôtel-de-Ville,2026-09,city_prophet_scaled_neighbourhood,True,10.6829,10.6263,10.742,9.5,114.0,0.0833,0.0833,1.12,1.0012,1226,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Louvre,2025-10,city_prophet_scaled_neighbourhood,True,10.5242,10.4613,10.5914,10.0,120.0,-0.0556,-0.0556,1.06,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Louvre,2025-11,city_prophet_scaled_neighbourhood,True,9.4499,9.3866,9.512,10.0,120.0,-0.0556,-0.0556,0.94,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Louvre,2025-12,city_prophet_scaled_neighbourhood,True,10.1295,10.0646,10.187,10.0,120.0,-0.0556,-0.0556,1.02,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Louvre,2026-01,city_prophet_scaled_neighbourhood,True,7.8339,7.7745,7.8978,10.0,120.0,-0.0556,-0.0556,0.78,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Louvre,2026-02,city_prophet_scaled_neighbourhood,True,8.3459,8.284,8.404,10.0,120.0,-0.0556,-0.0556,0.84,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Louvre,2026-03,city_prophet_scaled_neighbourhood,True,9.5354,9.4756,9.5993,10.0,120.0,-0.0556,-0.0556,0.95,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Louvre,2026-04,city_prophet_scaled_neighbourhood,True,10.4375,10.3811,10.4985,10.0,120.0,-0.0556,-0.0556,1.05,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Louvre,2026-05,city_prophet_scaled_neighbourhood,True,11.0331,10.9741,11.0948,10.0,120.0,-0.0556,-0.0556,1.1,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Louvre,2026-06,city_prophet_scaled_neighbourhood,True,11.3412,11.2799,11.4084,10.0,120.0,-0.0556,-0.0556,1.14,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Louvre,2026-07,city_prophet_scaled_neighbourhood,True,10.8418,10.7812,10.9039,10.0,120.0,-0.0556,-0.0556,1.08,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Louvre,2026-08,city_prophet_scaled_neighbourhood,True,9.147,9.0822,9.21,10.0,120.0,-0.0556,-0.0556,0.92,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Louvre,2026-09,city_prophet_scaled_neighbourhood,True,11.2217,11.1623,11.2838,10.0,120.0,-0.0556,-0.0556,1.12,0.9992,1197,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Luxembourg,2025-10,city_prophet_scaled_neighbourhood,True,10.0063,9.9465,10.0702,9.5,114.0,0.0,0.0,1.06,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Luxembourg,2025-11,city_prophet_scaled_neighbourhood,True,8.9849,8.9247,9.044,9.5,114.0,0.0,0.0,0.94,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Luxembourg,2025-12,city_prophet_scaled_neighbourhood,True,9.6311,9.5693,9.6857,9.5,114.0,0.0,0.0,1.02,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Luxembourg,2026-01,city_prophet_scaled_neighbourhood,True,7.4484,7.3919,7.5092,9.5,114.0,0.0,0.0,0.78,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Luxembourg,2026-02,city_prophet_scaled_neighbourhood,True,7.9352,7.8763,7.9904,9.5,114.0,0.0,0.0,0.84,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Luxembourg,2026-03,city_prophet_scaled_neighbourhood,True,9.0662,9.0094,9.127,9.5,114.0,0.0,0.0,0.95,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Luxembourg,2026-04,city_prophet_scaled_neighbourhood,True,9.9239,9.8703,9.9819,9.5,114.0,0.0,0.0,1.05,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Luxembourg,2026-05,city_prophet_scaled_neighbourhood,True,10.4902,10.4341,10.5489,9.5,114.0,0.0,0.0,1.1,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Luxembourg,2026-06,city_prophet_scaled_neighbourhood,True,10.7831,10.7248,10.847,9.5,114.0,0.0,0.0,1.14,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Luxembourg,2026-07,city_prophet_scaled_neighbourhood,True,10.3083,10.2507,10.3673,9.5,114.0,0.0,0.0,1.08,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Luxembourg,2026-08,city_prophet_scaled_neighbourhood,True,8.6969,8.6353,8.7568,9.5,114.0,0.0,0.0,0.92,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Luxembourg,2026-09,city_prophet_scaled_neighbourhood,True,10.6695,10.6131,10.7286,9.5,114.0,0.0,0.0,1.12,1.0,1447,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Menilmontant,2025-10,city_prophet_scaled_neighbourhood,True,7.2701,7.2267,7.3165,6.9167,83.0,-0.1389,-0.1389,1.06,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Menilmontant,2025-11,city_prophet_scaled_neighbourhood,True,6.528,6.4843,6.5709,6.9167,83.0,-0.1389,-0.1389,0.94,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Menilmontant,2025-12,city_prophet_scaled_neighbourhood,True,6.9975,6.9526,7.0372,6.9167,83.0,-0.1389,-0.1389,1.02,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Menilmontant,2026-01,city_prophet_scaled_neighbourhood,True,5.4117,5.3706,5.4558,6.9167,83.0,-0.1389,-0.1389,0.78,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Menilmontant,2026-02,city_prophet_scaled_neighbourhood,True,5.7653,5.7226,5.8055,6.9167,83.0,-0.1389,-0.1389,0.84,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Menilmontant,2026-03,city_prophet_scaled_neighbourhood,True,6.5871,6.5458,6.6312,6.9167,83.0,-0.1389,-0.1389,0.95,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Menilmontant,2026-04,city_prophet_scaled_neighbourhood,True,7.2103,7.1713,7.2524,6.9167,83.0,-0.1389,-0.1389,1.05,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Menilmontant,2026-05,city_prophet_scaled_neighbourhood,True,7.6217,7.5809,7.6643,6.9167,83.0,-0.1389,-0.1389,1.1,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Menilmontant,2026-06,city_prophet_scaled_neighbourhood,True,7.8345,7.7922,7.8809,6.9167,83.0,-0.1389,-0.1389,1.14,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Menilmontant,2026-07,city_prophet_scaled_neighbourhood,True,7.4896,7.4477,7.5324,6.9167,83.0,-0.1389,-0.1389,1.08,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Menilmontant,2026-08,city_prophet_scaled_neighbourhood,True,6.3188,6.274,6.3623,6.9167,83.0,-0.1389,-0.1389,0.92,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Menilmontant,2026-09,city_prophet_scaled_neighbourhood,True,7.752,7.711,7.7949,6.9167,83.0,-0.1389,-0.1389,1.12,0.9979,349,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Ménilmontant,2025-10,city_prophet_scaled_neighbourhood,True,6.4213,6.3829,6.4623,6.0833,73.0,0.1429,0.1429,1.06,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Ménilmontant,2025-11,city_prophet_scaled_neighbourhood,True,5.7658,5.7272,5.8037,6.0833,73.0,0.1429,0.1429,0.94,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Ménilmontant,2025-12,city_prophet_scaled_neighbourhood,True,6.1805,6.1409,6.2156,6.0833,73.0,0.1429,0.1429,1.02,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Ménilmontant,2026-01,city_prophet_scaled_neighbourhood,True,4.7798,4.7436,4.8188,6.0833,73.0,0.1429,0.1429,0.78,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Ménilmontant,2026-02,city_prophet_scaled_neighbourhood,True,5.0922,5.0544,5.1276,6.0833,73.0,0.1429,0.1429,0.84,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Ménilmontant,2026-03,city_prophet_scaled_neighbourhood,True,5.818,5.7815,5.857,6.0833,73.0,0.1429,0.1429,0.95,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Ménilmontant,2026-04,city_prophet_scaled_neighbourhood,True,6.3684,6.334,6.4056,6.0833,73.0,0.1429,0.1429,1.05,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Ménilmontant,2026-05,city_prophet_scaled_neighbourhood,True,6.7318,6.6958,6.7695,6.0833,73.0,0.1429,0.1429,1.1,1.0021,1672,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
