ds,city,neighbourhood,forecast_month,model_level,is_scenario_proxy,yhat,yhat_lower,yhat_upper,monthly_baseline,annual_occupancy_baseline,review_growth_24_25_raw,review_growth_24_25_capped,seasonality_multiplier,momentum_multiplier,n_listings,training_start,training_end,methodology_note
2025-10-01,athens,ΓΚΥΖΗ,2025-10,city_prophet_scaled_neighbourhood,True,2.4677,2.4456,2.49,2.5,30.0,-0.2793,-0.2793,1.0,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΓΚΥΖΗ,2025-11,city_prophet_scaled_neighbourhood,True,2.0098,1.9871,2.0295,2.5,30.0,-0.2793,-0.2793,0.8,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΓΚΥΖΗ,2025-12,city_prophet_scaled_neighbourhood,True,1.9713,1.9492,1.9919,2.5,30.0,-0.2793,-0.2793,0.8,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΓΚΥΖΗ,2026-01,city_prophet_scaled_neighbourhood,True,1.6328,1.6111,1.6543,2.5,30.0,-0.2793,-0.2793,0.65,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΓΚΥΖΗ,2026-02,city_prophet_scaled_neighbourhood,True,1.726,1.7046,1.7466,2.5,30.0,-0.2793,-0.2793,0.7,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,athens,ΓΚΥΖΗ,2026-03,city_prophet_scaled_neighbourhood,True,2.1308,2.1095,2.1513,2.5,30.0,-0.2793,-0.2793,0.85,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,athens,ΓΚΥΖΗ,2026-04,city_prophet_scaled_neighbourhood,True,2.4704,2.4482,2.4921,2.5,30.0,-0.2793,-0.2793,1.0,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,athens,ΓΚΥΖΗ,2026-05,city_prophet_scaled_neighbourhood,True,2.8761,2.8556,2.8974,2.5,30.0,-0.2793,-0.2793,1.15,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,athens,ΓΚΥΖΗ,2026-06,city_prophet_scaled_neighbourhood,True,3.0939,3.0736,3.1164,2.5,30.0,-0.2793,-0.2793,1.25,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,athens,ΓΚΥΖΗ,2026-07,city_prophet_scaled_neighbourhood,True,3.3736,3.3522,3.396,2.5,30.0,-0.2793,-0.2793,1.35,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,athens,ΓΚΥΖΗ,2026-08,city_prophet_scaled_neighbourhood,True,3.222,3.201,3.2443,2.5,30.0,-0.2793,-0.2793,1.3,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,athens,ΓΚΥΖΗ,2026-09,city_prophet_scaled_neighbourhood,True,2.8779,2.858,2.8996,2.5,30.0,-0.2793,-0.2793,1.15,0.9958,78,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,athens,ΓΟΥΒΑ,2025-10,city_prophet_scaled_neighbourhood,True,4.0046,3.9688,4.0408,4.0,48.0,0.6667,0.6667,1.0,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΓΟΥΒΑ,2025-11,city_prophet_scaled_neighbourhood,True,3.2614,3.2247,3.2935,4.0,48.0,0.6667,0.6667,0.8,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΓΟΥΒΑ,2025-12,city_prophet_scaled_neighbourhood,True,3.199,3.1632,3.2325,4.0,48.0,0.6667,0.6667,0.8,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΓΟΥΒΑ,2026-01,city_prophet_scaled_neighbourhood,True,2.6497,2.6145,2.6847,4.0,48.0,0.6667,0.6667,0.65,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΓΟΥΒΑ,2026-02,city_prophet_scaled_neighbourhood,True,2.8009,2.7662,2.8344,4.0,48.0,0.6667,0.6667,0.7,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,athens,ΓΟΥΒΑ,2026-03,city_prophet_scaled_neighbourhood,True,3.4579,3.4233,3.4912,4.0,48.0,0.6667,0.6667,0.85,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,athens,ΓΟΥΒΑ,2026-04,city_prophet_scaled_neighbourhood,True,4.009,3.9729,4.0441,4.0,48.0,0.6667,0.6667,1.0,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,athens,ΓΟΥΒΑ,2026-05,city_prophet_scaled_neighbourhood,True,4.6673,4.6341,4.7019,4.0,48.0,0.6667,0.6667,1.15,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,athens,ΓΟΥΒΑ,2026-06,city_prophet_scaled_neighbourhood,True,5.0209,4.9879,5.0573,4.0,48.0,0.6667,0.6667,1.25,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,athens,ΓΟΥΒΑ,2026-07,city_prophet_scaled_neighbourhood,True,5.4747,5.4399,5.5111,4.0,48.0,0.6667,0.6667,1.35,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,athens,ΓΟΥΒΑ,2026-08,city_prophet_scaled_neighbourhood,True,5.2286,5.1946,5.2649,4.0,48.0,0.6667,0.6667,1.3,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,athens,ΓΟΥΒΑ,2026-09,city_prophet_scaled_neighbourhood,True,4.6703,4.6379,4.7054,4.0,48.0,0.6667,0.6667,1.15,1.01,73,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,athens,ΓΟΥΔΙ,2025-10,city_prophet_scaled_neighbourhood,True,3.4693,3.4383,3.5007,3.5,42.0,0.0,0.0,1.0,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΓΟΥΔΙ,2025-11,city_prophet_scaled_neighbourhood,True,2.8255,2.7936,2.8533,3.5,42.0,0.0,0.0,0.8,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΓΟΥΔΙ,2025-12,city_prophet_scaled_neighbourhood,True,2.7714,2.7404,2.8005,3.5,42.0,0.0,0.0,0.8,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΓΟΥΔΙ,2026-01,city_prophet_scaled_neighbourhood,True,2.2956,2.265,2.3258,3.5,42.0,0.0,0.0,0.65,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΓΟΥΔΙ,2026-02,city_prophet_scaled_neighbourhood,True,2.4266,2.3965,2.4555,3.5,42.0,0.0,0.0,0.7,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,athens,ΓΟΥΔΙ,2026-03,city_prophet_scaled_neighbourhood,True,2.9957,2.9658,3.0246,3.5,42.0,0.0,0.0,0.85,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,athens,ΓΟΥΔΙ,2026-04,city_prophet_scaled_neighbourhood,True,3.4732,3.4419,3.5036,3.5,42.0,0.0,0.0,1.0,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,athens,ΓΟΥΔΙ,2026-05,city_prophet_scaled_neighbourhood,True,4.0434,4.0147,4.0734,3.5,42.0,0.0,0.0,1.15,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,athens,ΓΟΥΔΙ,2026-06,city_prophet_scaled_neighbourhood,True,4.3498,4.3212,4.3813,3.5,42.0,0.0,0.0,1.25,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,athens,ΓΟΥΔΙ,2026-07,city_prophet_scaled_neighbourhood,True,4.7429,4.7128,4.7745,3.5,42.0,0.0,0.0,1.35,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,athens,ΓΟΥΔΙ,2026-08,city_prophet_scaled_neighbourhood,True,4.5297,4.5003,4.5612,3.5,42.0,0.0,0.0,1.3,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,athens,ΓΟΥΔΙ,2026-09,city_prophet_scaled_neighbourhood,True,4.046,4.018,4.0765,3.5,42.0,0.0,0.0,1.15,1.0,177,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2025-10,city_prophet_scaled_neighbourhood,True,2.9562,2.9298,2.983,3.0,36.0,-0.3913,-0.3913,1.0,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2025-11,city_prophet_scaled_neighbourhood,True,2.4076,2.3805,2.4313,3.0,36.0,-0.3913,-0.3913,0.8,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2025-12,city_prophet_scaled_neighbourhood,True,2.3615,2.3351,2.3863,3.0,36.0,-0.3913,-0.3913,0.8,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-01,city_prophet_scaled_neighbourhood,True,1.9561,1.93,1.9819,3.0,36.0,-0.3913,-0.3913,0.65,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-02,city_prophet_scaled_neighbourhood,True,2.0677,2.042,2.0924,3.0,36.0,-0.3913,-0.3913,0.7,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-03,city_prophet_scaled_neighbourhood,True,2.5527,2.5272,2.5773,3.0,36.0,-0.3913,-0.3913,0.85,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-04,city_prophet_scaled_neighbourhood,True,2.9595,2.9329,2.9854,3.0,36.0,-0.3913,-0.3913,1.0,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-05,city_prophet_scaled_neighbourhood,True,3.4455,3.421,3.471,3.0,36.0,-0.3913,-0.3913,1.15,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-06,city_prophet_scaled_neighbourhood,True,3.7065,3.6821,3.7334,3.0,36.0,-0.3913,-0.3913,1.25,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-07,city_prophet_scaled_neighbourhood,True,4.0415,4.0158,4.0684,3.0,36.0,-0.3913,-0.3913,1.35,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-08,city_prophet_scaled_neighbourhood,True,3.8598,3.8347,3.8867,3.0,36.0,-0.3913,-0.3913,1.3,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,athens,ΕΛΛΗΝΟΡΩΣΩΝ,2026-09,city_prophet_scaled_neighbourhood,True,3.4477,3.4238,3.4736,3.0,36.0,-0.3913,-0.3913,1.15,0.9941,45,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2025-10,city_prophet_scaled_neighbourhood,True,5.936,5.8829,5.9897,6.0,72.0,-0.1282,-0.1282,1.0,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2025-11,city_prophet_scaled_neighbourhood,True,4.8344,4.7799,4.8819,6.0,72.0,-0.1282,-0.1282,0.8,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2025-12,city_prophet_scaled_neighbourhood,True,4.7419,4.6888,4.7915,6.0,72.0,-0.1282,-0.1282,0.8,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-01,city_prophet_scaled_neighbourhood,True,3.9277,3.8754,3.9794,6.0,72.0,-0.1282,-0.1282,0.65,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-02,city_prophet_scaled_neighbourhood,True,4.1518,4.1003,4.2014,6.0,72.0,-0.1282,-0.1282,0.7,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-03,city_prophet_scaled_neighbourhood,True,5.1256,5.0744,5.175,6.0,72.0,-0.1282,-0.1282,0.85,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-04,city_prophet_scaled_neighbourhood,True,5.9425,5.889,5.9946,6.0,72.0,-0.1282,-0.1282,1.0,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-05,city_prophet_scaled_neighbourhood,True,6.9183,6.8691,6.9696,6.0,72.0,-0.1282,-0.1282,1.15,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-06,city_prophet_scaled_neighbourhood,True,7.4424,7.3935,7.4964,6.0,72.0,-0.1282,-0.1282,1.25,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-07,city_prophet_scaled_neighbourhood,True,8.1151,8.0635,8.169,6.0,72.0,-0.1282,-0.1282,1.35,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-08,city_prophet_scaled_neighbourhood,True,7.7503,7.6999,7.8042,6.0,72.0,-0.1282,-0.1282,1.3,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,athens,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2026-09,city_prophet_scaled_neighbourhood,True,6.9227,6.8748,6.9748,6.0,72.0,-0.1282,-0.1282,1.15,0.9981,2104,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,athens,ΖΑΠΠΕΙΟ,2025-10,city_prophet_scaled_neighbourhood,True,11.6085,11.5048,11.7136,11.75,141.0,-0.22,-0.22,1.0,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΖΑΠΠΕΙΟ,2025-11,city_prophet_scaled_neighbourhood,True,9.4543,9.3477,9.5473,11.75,141.0,-0.22,-0.22,0.8,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΖΑΠΠΕΙΟ,2025-12,city_prophet_scaled_neighbourhood,True,9.2733,9.1696,9.3705,11.75,141.0,-0.22,-0.22,0.8,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΖΑΠΠΕΙΟ,2026-01,city_prophet_scaled_neighbourhood,True,7.6811,7.5788,7.7823,11.75,141.0,-0.22,-0.22,0.65,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΖΑΠΠΕΙΟ,2026-02,city_prophet_scaled_neighbourhood,True,8.1194,8.0187,8.2164,11.75,141.0,-0.22,-0.22,0.7,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,athens,ΖΑΠΠΕΙΟ,2026-03,city_prophet_scaled_neighbourhood,True,10.0238,9.9236,10.1204,11.75,141.0,-0.22,-0.22,0.85,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,athens,ΖΑΠΠΕΙΟ,2026-04,city_prophet_scaled_neighbourhood,True,11.6214,11.5168,11.7231,11.75,141.0,-0.22,-0.22,1.0,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,athens,ΖΑΠΠΕΙΟ,2026-05,city_prophet_scaled_neighbourhood,True,13.5296,13.4335,13.63,11.75,141.0,-0.22,-0.22,1.15,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,athens,ΖΑΠΠΕΙΟ,2026-06,city_prophet_scaled_neighbourhood,True,14.5545,14.459,14.6602,11.75,141.0,-0.22,-0.22,1.25,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,athens,ΖΑΠΠΕΙΟ,2026-07,city_prophet_scaled_neighbourhood,True,15.8702,15.7693,15.9756,11.75,141.0,-0.22,-0.22,1.35,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,athens,ΖΑΠΠΕΙΟ,2026-08,city_prophet_scaled_neighbourhood,True,15.1568,15.0581,15.2621,11.75,141.0,-0.22,-0.22,1.3,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,athens,ΖΑΠΠΕΙΟ,2026-09,city_prophet_scaled_neighbourhood,True,13.5383,13.4445,13.6401,11.75,141.0,-0.22,-0.22,1.15,0.9967,156,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,athens,ΘΗΣΕΙΟ,2025-10,city_prophet_scaled_neighbourhood,True,9.401,9.317,9.4861,9.5,114.0,-0.1111,-0.1111,1.0,0.9983,331,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,athens,ΘΗΣΕΙΟ,2025-11,city_prophet_scaled_neighbourhood,True,7.6564,7.5701,7.7317,9.5,114.0,-0.1111,-0.1111,0.8,0.9983,331,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,athens,ΘΗΣΕΙΟ,2025-12,city_prophet_scaled_neighbourhood,True,7.5099,7.4259,7.5886,9.5,114.0,-0.1111,-0.1111,0.8,0.9983,331,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,athens,ΘΗΣΕΙΟ,2026-01,city_prophet_scaled_neighbourhood,True,6.2204,6.1376,6.3024,9.5,114.0,-0.1111,-0.1111,0.65,0.9983,331,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,athens,ΘΗΣΕΙΟ,2026-02,city_prophet_scaled_neighbourhood,True,6.5754,6.4938,6.6539,9.5,114.0,-0.1111,-0.1111,0.7,0.9983,331,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
